state_name,state_abb,state_fips,cd_fips,cd_name,indiv_label,indiv_with,indiv_without,indiv_increase,indiv_perc,couple_label,couple_with,couple_without,couple_increase,couple_perc,family_label,family_with,family_without,family_increase,family_perc,notes
Virginia,VA,51,07,Virginia District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,23243,16018,222%,"Family of four, $130,000 (404% FPL)",11050,17496,6446,58%,NA
Virginia,VA,51,08,Virginia District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,22935,15710,217%,"Family of four, $130,000 (404% FPL)",11050,17265,6215,56%,NA
Virginia,VA,51,09,Virginia District 9,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,24949,17724,245%,"Family of four, $130,000 (404% FPL)",11050,18781,7731,70%,NA
Virginia,VA,51,10,Virginia District 10,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,22950,15725,218%,"Family of four, $130,000 (404% FPL)",11050,17276,6226,56%,NA
Virginia,VA,51,11,Virginia District 11,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,22935,15710,217%,"Family of four, $130,000 (404% FPL)",11050,17265,6215,56%,NA
Washington,WA,53,01,Washington District 1,"45-year-old individual, $32,000 (204% FPL)",31,1499,1468,4735%,"60-year-old couple, $85,000 (401% FPL)",7225,31781,24556,340%,"Family of four, $130,000 (404% FPL)",11050,23924,12874,117%,Note: Calculations account for Washington-specific premium subsidies.
Washington,WA,53,02,Washington District 2,"45-year-old individual, $32,000 (204% FPL)",31,1499,1468,4735%,"60-year-old couple, $85,000 (401% FPL)",7225,33209,25984,360%,"Family of four, $130,000 (404% FPL)",11050,24999,13949,126%,Note: Calculations account for Washington-specific premium subsidies.
Washington,WA,53,03,Washington District 3,"45-year-old individual, $32,000 (204% FPL)",31,1499,1468,4735%,"60-year-old couple, $85,000 (401% FPL)",7225,34100,26875,372%,"Family of four, $130,000 (404% FPL)",11050,25669,14619,132%,Note: Calculations account for Washington-specific premium subsidies.
Washington,WA,53,04,Washington District 4,"45-year-old individual, $32,000 (204% FPL)",31,1499,1468,4735%,"60-year-old couple, $85,000 (401% FPL)",7225,29517,22292,309%,"Family of four, $130,000 (404% FPL)",11050,22219,11169,101%,Note: Calculations account for Washington-specific premium subsidies.
Washington,WA,53,05,Washington District 5,"45-year-old individual, $32,000 (204% FPL)",31,1499,1468,4735%,"60-year-old couple, $85,000 (401% FPL)",7225,29310,22085,306%,"Family of four, $130,000 (404% FPL)",11050,22064,11014,100%,Note: Calculations account for Washington-specific premium subsidies.
Washington,WA,53,06,Washington District 6,"45-year-old individual, $32,000 (204% FPL)",31,1499,1468,4735%,"60-year-old couple, $85,000 (401% FPL)",7225,31291,24066,333%,"Family of four, $130,000 (404% FPL)",11050,23555,12505,113%,Note: Calculations account for Washington-specific premium subsidies.
Washington,WA,53,07,Washington District 7,"45-year-old individual, $32,000 (204% FPL)",31,1499,1468,4735%,"60-year-old couple, $85,000 (401% FPL)",7225,30325,23100,320%,"Family of four, $130,000 (404% FPL)",11050,22828,11778,107%,Note: Calculations account for Washington-specific premium subsidies.
Washington,WA,53,08,Washington District 8,"45-year-old individual, $32,000 (204% FPL)",31,1499,1468,4735%,"60-year-old couple, $85,000 (401% FPL)",7225,30461,23236,322%,"Family of four, $130,000 (404% FPL)",11050,22930,11880,108%,Note: Calculations account for Washington-specific premium subsidies.
Washington,WA,53,09,Washington District 9,"45-year-old individual, $32,000 (204% FPL)",31,1499,1468,4735%,"60-year-old couple, $85,000 (401% FPL)",7225,30325,23100,320%,"Family of four, $130,000 (404% FPL)",11050,22828,11778,107%,Note: Calculations account for Washington-specific premium subsidies.
Washington,WA,53,10,Washington District 10,"45-year-old individual, $32,000 (204% FPL)",31,1499,1468,4735%,"60-year-old couple, $85,000 (401% FPL)",7225,30478,23253,322%,"Family of four, $130,000 (404% FPL)",11050,22943,11893,108%,Note: Calculations account for Washington-specific premium subsidies.
West Virginia,WV,54,01,West Virginia District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,56698,49473,685%,"Family of four, $130,000 (404% FPL)",11050,42680,31630,286%,NA
West Virginia,WV,54,02,West Virginia District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,52601,45376,628%,"Family of four, $130,000 (404% FPL)",11050,39596,28546,258%,NA
Wisconsin,WI,55,01,Wisconsin District 1,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,31134,23909,331%,"Family of four, $130,000 (404% FPL)",11050,23436,12386,112%,NA
Wisconsin,WI,55,02,Wisconsin District 2,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,28519,21294,295%,"Family of four, $130,000 (404% FPL)",11050,21468,10418,94%,NA
Wisconsin,WI,55,03,Wisconsin District 3,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,34163,26938,373%,"Family of four, $130,000 (404% FPL)",11050,25717,14667,133%,NA
Wisconsin,WI,55,04,Wisconsin District 4,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33740,26515,367%,"Family of four, $130,000 (404% FPL)",11050,25398,14348,130%,NA
Wisconsin,WI,55,05,Wisconsin District 5,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,30137,22912,317%,"Family of four, $130,000 (404% FPL)",11050,22686,11636,105%,NA
Wisconsin,WI,55,06,Wisconsin District 6,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,29397,22172,307%,"Family of four, $130,000 (404% FPL)",11050,22129,11079,100%,NA
Wisconsin,WI,55,07,Wisconsin District 7,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,33966,26741,370%,"Family of four, $130,000 (404% FPL)",11050,25568,14518,131%,NA
Wisconsin,WI,55,08,Wisconsin District 8,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,27622,20397,282%,"Family of four, $130,000 (404% FPL)",11050,20793,9743,88%,NA
Wyoming,WY,56,00,Wyoming At-large District,"45-year-old individual, $32,000 (204% FPL)",691,2159,1468,212%,"60-year-old couple, $85,000 (401% FPL)",7225,55567,48342,669%,"Family of four, $130,000 (404% FPL)",11050,41829,30779,279%,NA
